edition_id,event_id,event_name,event_year,event_month,division,role,dance,rules_version,observed_points_1,observed_points_2,observed_points_3,observed_points_4,observed_points_5,finalists,scored_dancers,tier,status,vector_distance,range_basis,rule_min_competitors,rule_max_competitors,est_min_competitors,est_max_competitors,range_conflict,updated_at
28956,348,Euro Dance Festival,2026,2,Advanced,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28956,348,Euro Dance Festival,2026,2,Advanced,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28956,348,Euro Dance Festival,2026,2,All-Star,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28956,348,Euro Dance Festival,2026,2,All-Star,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28956,348,Euro Dance Festival,2026,2,Intermediate,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28956,348,Euro Dance Festival,2026,2,Intermediate,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28956,348,Euro Dance Festival,2026,2,Master,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28956,348,Euro Dance Festival,2026,2,Master,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28956,348,Euro Dance Festival,2026,2,Newcomer,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28956,348,Euro Dance Festival,2026,2,Newcomer,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28956,348,Euro Dance Festival,2026,2,Novice,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28956,348,Euro Dance Festival,2026,2,Novice,Leader,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28956,348,Euro Dance Festival,2026,2,Sophisticated,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28956,348,Euro Dance Festival,2026,2,Sophisticated,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
29006,386,Prague Alchemy Swing,2026,2,Advanced,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
29006,386,Prague Alchemy Swing,2026,2,Advanced,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
29006,386,Prague Alchemy Swing,2026,2,All-Star,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
29006,386,Prague Alchemy Swing,2026,2,All-Star,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
29006,386,Prague Alchemy Swing,2026,2,Intermediate,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
29006,386,Prague Alchemy Swing,2026,2,Intermediate,Leader,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
29006,386,Prague Alchemy Swing,2026,2,Newcomer,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
29006,386,Prague Alchemy Swing,2026,2,Newcomer,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
29006,386,Prague Alchemy Swing,2026,2,Novice,Follower,West Coast Swing,2026,20,16,14,12,10,10,15,5,matched,0,per_role,80,129,80,129,f,2026-07-27 18:26:02.910484+00
29006,386,Prague Alchemy Swing,2026,2,Novice,Leader,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
29006,386,Prague Alchemy Swing,2026,2,Sophisticated,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
29006,386,Prague Alchemy Swing,2026,2,Sophisticated,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28349,215,Swing & Snow,2026,2,Advanced,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28349,215,Swing & Snow,2026,2,Advanced,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28349,215,Swing & Snow,2026,2,All-Star,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28349,215,Swing & Snow,2026,2,All-Star,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28349,215,Swing & Snow,2026,2,Intermediate,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28349,215,Swing & Snow,2026,2,Intermediate,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28349,215,Swing & Snow,2026,2,Newcomer,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28349,215,Swing & Snow,2026,2,Newcomer,Leader,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
28349,215,Swing & Snow,2026,2,Novice,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28349,215,Swing & Snow,2026,2,Novice,Leader,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28349,215,Swing & Snow,2026,2,Sophisticated,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28349,215,Swing & Snow,2026,2,Sophisticated,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28945,343,Swing Crush,2026,2,Advanced,Follower,West Coast Swing,2026,10,8,6,4,2,4,9,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28945,343,Swing Crush,2026,2,Advanced,Leader,West Coast Swing,2026,10,8,6,4,2,4,9,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28945,343,Swing Crush,2026,2,All-Star,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28945,343,Swing Crush,2026,2,All-Star,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28945,343,Swing Crush,2026,2,Intermediate,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28945,343,Swing Crush,2026,2,Intermediate,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28945,343,Swing Crush,2026,2,Master,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28945,343,Swing Crush,2026,2,Master,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28945,343,Swing Crush,2026,2,Newcomer,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28945,343,Swing Crush,2026,2,Newcomer,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28945,343,Swing Crush,2026,2,Novice,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28945,343,Swing Crush,2026,2,Novice,Leader,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28618,258,Swingtzerland,2026,2,Advanced,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28618,258,Swingtzerland,2026,2,Advanced,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28618,258,Swingtzerland,2026,2,All-Star,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28618,258,Swingtzerland,2026,2,All-Star,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28618,258,Swingtzerland,2026,2,Intermediate,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28618,258,Swingtzerland,2026,2,Intermediate,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28618,258,Swingtzerland,2026,2,Novice,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28618,258,Swingtzerland,2026,2,Novice,Leader,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28973,363,Trinity Swing,2026,2,Advanced,Follower,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
28973,363,Trinity Swing,2026,2,Advanced,Leader,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
28973,363,Trinity Swing,2026,2,Intermediate,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28973,363,Trinity Swing,2026,2,Intermediate,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28973,363,Trinity Swing,2026,2,Master,Follower,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
28973,363,Trinity Swing,2026,2,Master,Leader,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
28973,363,Trinity Swing,2026,2,Newcomer,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28973,363,Trinity Swing,2026,2,Newcomer,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28973,363,Trinity Swing,2026,2,Novice,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28973,363,Trinity Swing,2026,2,Novice,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28973,363,Trinity Swing,2026,2,Sophisticated,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28973,363,Trinity Swing,2026,2,Sophisticated,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28858,310,Valentine Swing,2026,2,Advanced,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28858,310,Valentine Swing,2026,2,Advanced,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28858,310,Valentine Swing,2026,2,All-Star,Follower,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
28858,310,Valentine Swing,2026,2,All-Star,Leader,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
28858,310,Valentine Swing,2026,2,Intermediate,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28858,310,Valentine Swing,2026,2,Intermediate,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28858,310,Valentine Swing,2026,2,Newcomer,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28858,310,Valentine Swing,2026,2,Newcomer,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28858,310,Valentine Swing,2026,2,Novice,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28858,310,Valentine Swing,2026,2,Novice,Leader,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28858,310,Valentine Swing,2026,2,Sophisticated,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28858,310,Valentine Swing,2026,2,Sophisticated,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
29007,387,Waterloo Ontario Open West Coast Swing Championships,2026,2,Advanced,Follower,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
29007,387,Waterloo Ontario Open West Coast Swing Championships,2026,2,Advanced,Leader,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
29007,387,Waterloo Ontario Open West Coast Swing Championships,2026,2,All-Star,Follower,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
29007,387,Waterloo Ontario Open West Coast Swing Championships,2026,2,All-Star,Leader,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
29007,387,Waterloo Ontario Open West Coast Swing Championships,2026,2,Intermediate,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
29007,387,Waterloo Ontario Open West Coast Swing Championships,2026,2,Intermediate,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
29007,387,Waterloo Ontario Open West Coast Swing Championships,2026,2,Newcomer,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
29007,387,Waterloo Ontario Open West Coast Swing Championships,2026,2,Newcomer,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
29007,387,Waterloo Ontario Open West Coast Swing Championships,2026,2,Novice,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
29007,387,Waterloo Ontario Open West Coast Swing Championships,2026,2,Novice,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
29007,387,Waterloo Ontario Open West Coast Swing Championships,2026,2,Sophisticated,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
29007,387,Waterloo Ontario Open West Coast Swing Championships,2026,2,Sophisticated,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28819,297,Winter Coast Swing,2026,2,Advanced,Follower,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
28819,297,Winter Coast Swing,2026,2,Advanced,Leader,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
28819,297,Winter Coast Swing,2026,2,All-Star,Follower,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
28819,297,Winter Coast Swing,2026,2,All-Star,Leader,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
28819,297,Winter Coast Swing,2026,2,Intermediate,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28819,297,Winter Coast Swing,2026,2,Intermediate,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28819,297,Winter Coast Swing,2026,2,Newcomer,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28819,297,Winter Coast Swing,2026,2,Newcomer,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28819,297,Winter Coast Swing,2026,2,Novice,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28819,297,Winter Coast Swing,2026,2,Novice,Leader,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28819,297,Winter Coast Swing,2026,2,Sophisticated,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28819,297,Winter Coast Swing,2026,2,Sophisticated,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28239,200,Austin Swing Dance Championships,2026,1,Advanced,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28239,200,Austin Swing Dance Championships,2026,1,Advanced,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28239,200,Austin Swing Dance Championships,2026,1,All-Star,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28239,200,Austin Swing Dance Championships,2026,1,All-Star,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28239,200,Austin Swing Dance Championships,2026,1,Intermediate,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28239,200,Austin Swing Dance Championships,2026,1,Intermediate,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28239,200,Austin Swing Dance Championships,2026,1,Master,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28239,200,Austin Swing Dance Championships,2026,1,Master,Leader,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
28239,200,Austin Swing Dance Championships,2026,1,Newcomer,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28239,200,Austin Swing Dance Championships,2026,1,Newcomer,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28239,200,Austin Swing Dance Championships,2026,1,Novice,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28239,200,Austin Swing Dance Championships,2026,1,Novice,Leader,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28852,309,Avignon City Swing,2026,1,Advanced,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28852,309,Avignon City Swing,2026,1,Advanced,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28852,309,Avignon City Swing,2026,1,All-Star,Follower,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
28852,309,Avignon City Swing,2026,1,All-Star,Leader,West Coast Swing,2026,3,2,1,,,0,3,1,matched,0,per_role,5,10,5,10,f,2026-07-27 18:26:02.910484+00
28852,309,Avignon City Swing,2026,1,Intermediate,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28852,309,Avignon City Swing,2026,1,Intermediate,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28852,309,Avignon City Swing,2026,1,Master,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28852,309,Avignon City Swing,2026,1,Master,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28852,309,Avignon City Swing,2026,1,Newcomer,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28852,309,Avignon City Swing,2026,1,Newcomer,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28852,309,Avignon City Swing,2026,1,Novice,Follower,West Coast Swing,2026,20,16,14,12,10,10,15,5,matched,0,per_role,80,129,80,129,f,2026-07-27 18:26:02.910484+00
28852,309,Avignon City Swing,2026,1,Novice,Leader,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28852,309,Avignon City Swing,2026,1,Sophisticated,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28852,309,Avignon City Swing,2026,1,Sophisticated,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28120,184,BudaFest Open WCS Championships,2026,1,Advanced,Follower,West Coast Swing,2026,20,16,14,12,10,10,15,5,matched,0,per_role,80,129,80,129,f,2026-07-27 18:26:02.910484+00
28120,184,BudaFest Open WCS Championships,2026,1,Advanced,Leader,West Coast Swing,2026,20,16,14,12,10,10,15,5,matched,0,per_role,80,129,80,129,f,2026-07-27 18:26:02.910484+00
28120,184,BudaFest Open WCS Championships,2026,1,All-Star,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28120,184,BudaFest Open WCS Championships,2026,1,All-Star,Leader,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28120,184,BudaFest Open WCS Championships,2026,1,Champion,Follower,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28120,184,BudaFest Open WCS Championships,2026,1,Champion,Leader,West Coast Swing,2026,6,4,3,2,1,0,5,2,matched,0,per_role,11,19,11,19,f,2026-07-27 18:26:02.910484+00
28120,184,BudaFest Open WCS Championships,2026,1,Intermediate,Follower,West Coast Swing,2026,20,16,14,12,10,10,15,5,matched,0,per_role,80,129,80,129,f,2026-07-27 18:26:02.910484+00
28120,184,BudaFest Open WCS Championships,2026,1,Intermediate,Leader,West Coast Swing,2026,20,16,14,12,10,10,15,5,matched,0,per_role,80,129,80,129,f,2026-07-27 18:26:02.910484+00
28120,184,BudaFest Open WCS Championships,2026,1,Newcomer,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28120,184,BudaFest Open WCS Championships,2026,1,Newcomer,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28120,184,BudaFest Open WCS Championships,2026,1,Novice,Follower,West Coast Swing,2026,25,22,18,15,12,10,15,6,matched,0,per_role,130,,130,,f,2026-07-27 18:26:02.910484+00
28120,184,BudaFest Open WCS Championships,2026,1,Novice,Leader,West Coast Swing,2026,25,22,18,15,12,10,15,6,matched,0,per_role,130,,130,,f,2026-07-27 18:26:02.910484+00
28120,184,BudaFest Open WCS Championships,2026,1,Sophisticated,Follower,West Coast Swing,2026,15,12,10,8,6,7,12,4,matched,0,per_role,40,79,40,79,f,2026-07-27 18:26:02.910484+00
28120,184,BudaFest Open WCS Championships,2026,1,Sophisticated,Leader,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
28932,334,Countdown Swing Boston,2026,1,Advanced,Follower,West Coast Swing,2026,10,8,6,4,2,5,10,3,matched,0,per_role,20,39,20,39,f,2026-07-27 18:26:02.910484+00
